show_id,equipment_id,usage_context,claim_type,claim_id,source_id,source_url,source_note
gd-1966-06-07,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-06-08,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-06-09,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-06-10,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-06-11,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-06-12,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-06-17,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-06-18,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-07-03,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-07-08,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-07-09,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-07-14,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-07-15,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-07-16,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-07-17,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-07-29,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-07-30,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-07-31,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-08-03,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-08-05,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-08-12,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-08-13,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-08-19,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-08-20,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-08-26,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-08-27,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-08-28,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-09-02,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-09-04,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-09-05,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-09-10,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-09-11,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-09-16,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-09-17,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-09-23,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-09-24,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-09-30,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-10-01,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-10-02,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-10-06,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-10-07,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-10-08-0,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-10-08-1,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-10-09,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-10-14,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-10-15,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-10-16,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-10-21,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-10-22,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-10-23,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-10-26,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-10-28,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-10-31,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-11-04,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-11-05,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-11-12-0,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-11-12-1,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-11-13,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-11-18,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-11-19,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-11-20,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-11-28,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-11-29,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-11-30,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-12-01,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-12-02,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-12-09,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-12-10,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
gd-1966-12-11,guitar-guild-starfire-iii,stage guitar,date_range,guild-starfire-1965-1967,source:jerry-garcia-instrument-history,https://deadessays.blogspot.com/2019/08/jerry-garcia-instrument-history-guest.html,Source range: red 1962 Guild Starfire III.
