performance_id,show_id,song_id,set_number,set_label,position_in_set,encore,segue_into_next,performance_notes,source_key,source_record_id
gd-1970-12-12-dire-wolf-2-1,gd-1970-12-12,song-dire-wolf,2,Set 2,1,false,false,Source song UUID 8ce856cd-6f90-4d5a-b069-cab4ae354e9a; source label 'Dire Wolf'.,gdshowsdb,8ce856cd-6f90-4d5a-b069-cab4ae354e9a
gd-1970-12-12-cryptical-envelopment-2-2,gd-1970-12-12,song-cryptical-envelopment,2,Set 2,2,false,true,Source song UUID d5227e9b-fcf6-44f3-9037-5a5757ee7360; source label 'Cryptical Envelopment'.,gdshowsdb,d5227e9b-fcf6-44f3-9037-5a5757ee7360
gd-1970-12-12-drums-2-3,gd-1970-12-12,song-drums,2,Set 2,3,false,true,Source song UUID 32912a12-0828-479d-9415-b12bff66720a; source label 'Drums'.,gdshowsdb,32912a12-0828-479d-9415-b12bff66720a
gd-1970-12-12-the-other-one-2-4,gd-1970-12-12,song-the-other-one,2,Set 2,4,false,true,Source song UUID 8c4acb6e-f871-459b-baee-4fcaff95498c; source label 'The Other One'.,gdshowsdb,8c4acb6e-f871-459b-baee-4fcaff95498c
gd-1970-12-12-cryptical-envelopment-2-5,gd-1970-12-12,song-cryptical-envelopment,2,Set 2,5,false,true,Source song UUID 44d889a9-2aca-4f16-846b-7662518b7635; source label 'Cryptical Envelopment'.,gdshowsdb,44d889a9-2aca-4f16-846b-7662518b7635
gd-1970-12-12-not-fade-away-2-6,gd-1970-12-12,song-not-fade-away,2,Set 2,6,false,true,Source song UUID 08921675-a721-4d8a-88d8-7e68292fcbdd; source label 'Not Fade Away'.,gdshowsdb,08921675-a721-4d8a-88d8-7e68292fcbdd
gd-1970-12-12-goin-down-the-road-feelin-bad-2-7,gd-1970-12-12,song-goin-down-the-road-feelin-bad,2,Set 2,7,false,true,"Source song UUID 08a04301-9388-42c6-85ae-4c2a0c9292d1; source label ""Goin' Down The Road Feelin' Bad"".",gdshowsdb,08a04301-9388-42c6-85ae-4c2a0c9292d1
gd-1970-12-12-darkness-darkness-jam-2-8,gd-1970-12-12,song-darkness-darkness-jam,2,Set 2,8,false,true,"Source song UUID 39683ef5-8a22-4c59-83c4-17a99fc6cb05; source label 'Darkness, Darkness Jam'.",gdshowsdb,39683ef5-8a22-4c59-83c4-17a99fc6cb05
gd-1970-12-12-not-fade-away-2-9,gd-1970-12-12,song-not-fade-away,2,Set 2,9,false,true,Source song UUID 6fe89c4c-3979-4018-ba35-6586253884ec; source label 'Not Fade Away'.,gdshowsdb,6fe89c4c-3979-4018-ba35-6586253884ec
gd-1970-12-12-good-lovin-2-10,gd-1970-12-12,song-good-lovin,2,Set 2,10,false,true,"Source song UUID 7d2ff867-8d2d-45ff-b3be-ca848cb864a5; source label ""Good Lovin'"".",gdshowsdb,7d2ff867-8d2d-45ff-b3be-ca848cb864a5
gd-1970-12-12-drums-2-11,gd-1970-12-12,song-drums,2,Set 2,11,false,true,Source song UUID e135ff2f-6e8a-49e7-a7bf-c060346971a2; source label 'Drums'.,gdshowsdb,e135ff2f-6e8a-49e7-a7bf-c060346971a2
gd-1970-12-12-good-lovin-2-12,gd-1970-12-12,song-good-lovin,2,Set 2,12,false,true,"Source song UUID 2cf2d4a0-04a5-4da1-b4fc-776f856ffcb7; source label ""Good Lovin'"".",gdshowsdb,2cf2d4a0-04a5-4da1-b4fc-776f856ffcb7
gd-1970-12-12-uncle-john-s-band-2-13,gd-1970-12-12,song-uncle-john-s-band,2,Set 2,13,false,false,"Source song UUID 0d3697fb-576c-46c2-86aa-094fe735039c; source label ""Uncle John's Band"".",gdshowsdb,0d3697fb-576c-46c2-86aa-094fe735039c
gd-1970-12-22-till-the-morning-comes-1-1,gd-1970-12-22,song-till-the-morning-comes,1,Set 1,1,false,false,Source song UUID 81a0d6c5-6b86-4b51-accc-8cf06d3784a9; source label 'Till The Morning Comes'.,gdshowsdb,81a0d6c5-6b86-4b51-accc-8cf06d3784a9
gd-1970-12-22-dire-wolf-1-2,gd-1970-12-22,song-dire-wolf,1,Set 1,2,false,false,Source song UUID 0f600726-236c-4eed-93e9-70db5ede6c6e; source label 'Dire Wolf'.,gdshowsdb,0f600726-236c-4eed-93e9-70db5ede6c6e
gd-1970-12-22-sugar-magnolia-1-3,gd-1970-12-22,song-sugar-magnolia,1,Set 1,3,false,false,Source song UUID a512b3e0-d3af-4fbf-bf60-e068d148f895; source label 'Sugar Magnolia'.,gdshowsdb,a512b3e0-d3af-4fbf-bf60-e068d148f895
gd-1970-12-22-casey-jones-1-4,gd-1970-12-22,song-casey-jones,1,Set 1,4,false,false,Source song UUID 277514f6-ee62-4620-97e4-06255f1f23c2; source label 'Casey Jones'.,gdshowsdb,277514f6-ee62-4620-97e4-06255f1f23c2
gd-1970-12-22-truckin-2-1,gd-1970-12-22,song-truckin,2,Set 2,1,false,false,"Source song UUID 50d4753a-855c-439d-80d2-37dc9b745e77; source label ""Truckin'"".",gdshowsdb,50d4753a-855c-439d-80d2-37dc9b745e77
gd-1970-12-22-dancin-in-the-streets-2-2,gd-1970-12-22,song-dancin-in-the-streets,2,Set 2,2,false,false,"Source song UUID 5b4cae26-83a0-4214-930e-b265e19b3849; source label ""Dancin' In The Streets"".",gdshowsdb,5b4cae26-83a0-4214-930e-b265e19b3849
gd-1970-12-22-turn-on-your-lovelight-2-3,gd-1970-12-22,song-turn-on-your-lovelight,2,Set 2,3,false,false,Source song UUID 6093f9d3-d5e0-41a1-880d-82ef17596b06; source label 'Turn On Your Lovelight'.,gdshowsdb,6093f9d3-d5e0-41a1-880d-82ef17596b06
gd-1970-12-23-deep-elem-blues-1-1,gd-1970-12-23,song-deep-elem-blues,1,Set 1,1,false,false,Source song UUID c7c6b335-93ce-4e71-9de2-d7dc04f8325a; source label 'Deep Elem Blues'.,gdshowsdb,c7c6b335-93ce-4e71-9de2-d7dc04f8325a
gd-1970-12-23-beat-it-on-down-the-line-1-2,gd-1970-12-23,song-beat-it-on-down-the-line,1,Set 1,2,false,false,Source song UUID 50a000ca-6ac7-4a87-96e3-84be9a33faea; source label 'Beat It On Down The Line'.,gdshowsdb,50a000ca-6ac7-4a87-96e3-84be9a33faea
gd-1970-12-23-i-m-a-king-bee-1-3,gd-1970-12-23,song-i-m-a-king-bee,1,Set 1,3,false,false,"Source song UUID 0af418fc-fdb4-4649-a68e-c1101265ab9a; source label ""I'm A King Bee"".",gdshowsdb,0af418fc-fdb4-4649-a68e-c1101265ab9a
gd-1970-12-23-me-and-my-uncle-1-4,gd-1970-12-23,song-me-and-my-uncle,1,Set 1,4,false,false,Source song UUID 68815f5f-9c55-41e9-87d3-9a1dc0b904c3; source label 'Me And My Uncle'.,gdshowsdb,68815f5f-9c55-41e9-87d3-9a1dc0b904c3
gd-1970-12-23-cumberland-blues-1-5,gd-1970-12-23,song-cumberland-blues,1,Set 1,5,false,false,Source song UUID 8b54bf0b-f974-4d31-9767-780431e82395; source label 'Cumberland Blues'.,gdshowsdb,8b54bf0b-f974-4d31-9767-780431e82395
gd-1970-12-23-me-and-bobby-mcgee-1-6,gd-1970-12-23,song-me-and-bobby-mcgee,1,Set 1,6,false,false,Source song UUID fedfb1e2-03ef-4221-8e30-a9c509ebfea4; source label 'Me And Bobby McGee'.,gdshowsdb,fedfb1e2-03ef-4221-8e30-a9c509ebfea4
gd-1970-12-23-dire-wolf-1-7,gd-1970-12-23,song-dire-wolf,1,Set 1,7,false,false,Source song UUID 3e8c602d-0c75-423f-8cf8-3667e8d806a1; source label 'Dire Wolf'.,gdshowsdb,3e8c602d-0c75-423f-8cf8-3667e8d806a1
gd-1970-12-23-good-lovin-1-8,gd-1970-12-23,song-good-lovin,1,Set 1,8,false,true,"Source song UUID e17a6778-1cce-4d74-a350-6f5f1eeeac81; source label ""Good Lovin'"".",gdshowsdb,e17a6778-1cce-4d74-a350-6f5f1eeeac81
gd-1970-12-23-drums-1-9,gd-1970-12-23,song-drums,1,Set 1,9,false,true,Source song UUID 86c77aba-43e1-4cb8-9fdb-04dae35b5978; source label 'Drums'.,gdshowsdb,86c77aba-43e1-4cb8-9fdb-04dae35b5978
gd-1970-12-23-good-lovin-1-10,gd-1970-12-23,song-good-lovin,1,Set 1,10,false,false,"Source song UUID 8d5d4dd3-cb28-49c1-8efb-3f424128b428; source label ""Good Lovin'"".",gdshowsdb,8d5d4dd3-cb28-49c1-8efb-3f424128b428
gd-1970-12-23-casey-jones-1-11,gd-1970-12-23,song-casey-jones,1,Set 1,11,false,true,Source song UUID 42604ef0-40d3-4d40-9557-5f3701c04854; source label 'Casey Jones'.,gdshowsdb,42604ef0-40d3-4d40-9557-5f3701c04854
gd-1970-12-23-uncle-john-s-band-1-12,gd-1970-12-23,song-uncle-john-s-band,1,Set 1,12,false,false,"Source song UUID ccc39fbe-1398-4672-bcd5-51099c57c07f; source label ""Uncle John's Band"".",gdshowsdb,ccc39fbe-1398-4672-bcd5-51099c57c07f
gd-1970-12-26-cold-rain-and-snow-1-1,gd-1970-12-26,song-cold-rain-and-snow,1,Set 1,1,false,false,Source song UUID 2707fba5-6c57-4e8b-938e-33adefcd68ac; source label 'Cold Rain And Snow'.,gdshowsdb,2707fba5-6c57-4e8b-938e-33adefcd68ac
gd-1970-12-26-mama-tried-1-2,gd-1970-12-26,song-mama-tried,1,Set 1,2,false,false,Source song UUID 28c4c922-63ba-4284-8827-462c941c4fd9; source label 'Mama Tried'.,gdshowsdb,28c4c922-63ba-4284-8827-462c941c4fd9
gd-1970-12-26-frozen-logger-1-3,gd-1970-12-26,song-frozen-logger,1,Set 1,3,false,false,Source song UUID a8c8e1ea-b3ac-4a8b-a651-be6ffb1fdd72; source label 'Frozen Logger'.,gdshowsdb,a8c8e1ea-b3ac-4a8b-a651-be6ffb1fdd72
gd-1970-12-26-easy-wind-1-4,gd-1970-12-26,song-easy-wind,1,Set 1,4,false,false,Source song UUID db5f96da-b338-4c84-842d-56bf8d493012; source label 'Easy Wind'.,gdshowsdb,db5f96da-b338-4c84-842d-56bf8d493012
gd-1970-12-26-till-the-morning-comes-1-5,gd-1970-12-26,song-till-the-morning-comes,1,Set 1,5,false,false,Source song UUID d2895f24-8f12-49d4-bcf5-54671e5ac4a2; source label 'Till The Morning Comes'.,gdshowsdb,d2895f24-8f12-49d4-bcf5-54671e5ac4a2
gd-1970-12-26-truckin-1-6,gd-1970-12-26,song-truckin,1,Set 1,6,false,false,"Source song UUID 66dfef31-d964-4953-b5e7-c1f7328237c3; source label ""Truckin'"".",gdshowsdb,66dfef31-d964-4953-b5e7-c1f7328237c3
gd-1970-12-26-friend-of-the-devil-1-7,gd-1970-12-26,song-friend-of-the-devil,1,Set 1,7,false,false,Source song UUID c45775b8-7f9a-4abf-adf5-1572d10da444; source label 'Friend Of The Devil'.,gdshowsdb,c45775b8-7f9a-4abf-adf5-1572d10da444
gd-1970-12-26-me-and-my-uncle-1-8,gd-1970-12-26,song-me-and-my-uncle,1,Set 1,8,false,false,Source song UUID f8b3d6d8-ec92-4a89-abf1-aa7e9e5d8599; source label 'Me And My Uncle'.,gdshowsdb,f8b3d6d8-ec92-4a89-abf1-aa7e9e5d8599
gd-1970-12-26-candyman-1-9,gd-1970-12-26,song-candyman,1,Set 1,9,false,false,Source song UUID 11718a85-fbcc-4ef7-aa1c-1b1745eae7a2; source label 'Candyman'.,gdshowsdb,11718a85-fbcc-4ef7-aa1c-1b1745eae7a2
gd-1970-12-26-big-railroad-blues-1-10,gd-1970-12-26,song-big-railroad-blues,1,Set 1,10,false,false,Source song UUID 505b61ec-ca7a-4172-be42-db4fcae179b7; source label 'Big Railroad Blues'.,gdshowsdb,505b61ec-ca7a-4172-be42-db4fcae179b7
gd-1970-12-26-minglewood-blues-1-11,gd-1970-12-26,song-minglewood-blues,1,Set 1,11,false,false,Source song UUID c5f1352f-8278-4ec1-9e46-950b7e18358a; source label 'Minglewood Blues'.,gdshowsdb,c5f1352f-8278-4ec1-9e46-950b7e18358a
gd-1970-12-26-black-peter-1-12,gd-1970-12-26,song-black-peter,1,Set 1,12,false,false,Source song UUID ced9105f-2bf7-43e1-b510-3505d6fbf7d9; source label 'Black Peter'.,gdshowsdb,ced9105f-2bf7-43e1-b510-3505d6fbf7d9
gd-1970-12-26-beat-it-on-down-the-line-1-13,gd-1970-12-26,song-beat-it-on-down-the-line,1,Set 1,13,false,false,Source song UUID f468b1e7-1646-4c37-875a-a677656d01f7; source label 'Beat It On Down The Line'.,gdshowsdb,f468b1e7-1646-4c37-875a-a677656d01f7
gd-1970-12-26-morning-dew-2-1,gd-1970-12-26,song-morning-dew,2,Set 2,1,false,false,Source song UUID 7f8215f1-55ac-47b2-aab0-cacbe4f423cb; source label 'Morning Dew'.,gdshowsdb,7f8215f1-55ac-47b2-aab0-cacbe4f423cb
gd-1970-12-26-casey-jones-2-2,gd-1970-12-26,song-casey-jones,2,Set 2,2,false,false,Source song UUID 9760b5f1-868f-4f47-8999-dde14328085a; source label 'Casey Jones'.,gdshowsdb,9760b5f1-868f-4f47-8999-dde14328085a
gd-1970-12-26-dire-wolf-2-3,gd-1970-12-26,song-dire-wolf,2,Set 2,3,false,false,Source song UUID 743f6813-424b-42e2-9962-ee2f31358f67; source label 'Dire Wolf'.,gdshowsdb,743f6813-424b-42e2-9962-ee2f31358f67
gd-1970-12-26-china-cat-sunflower-2-4,gd-1970-12-26,song-china-cat-sunflower,2,Set 2,4,false,true,Source song UUID bdcd0b1e-cafd-4bd1-9332-03cb9e024957; source label 'China Cat Sunflower'.,gdshowsdb,bdcd0b1e-cafd-4bd1-9332-03cb9e024957
gd-1970-12-26-i-know-you-rider-2-5,gd-1970-12-26,song-i-know-you-rider,2,Set 2,5,false,false,Source song UUID 45466b41-f7e4-4242-a8c3-3f02ca28ce59; source label 'I Know You Rider'.,gdshowsdb,45466b41-f7e4-4242-a8c3-3f02ca28ce59
gd-1970-12-26-good-lovin-2-6,gd-1970-12-26,song-good-lovin,2,Set 2,6,false,false,"Source song UUID c3d1f064-0426-4f79-8a79-1c0090b96704; source label ""Good Lovin'"".",gdshowsdb,c3d1f064-0426-4f79-8a79-1c0090b96704
gd-1970-12-26-drums-2-7,gd-1970-12-26,song-drums,2,Set 2,7,false,true,Source song UUID 96c5a501-66ed-4471-b13d-b8d3e1b0a9d3; source label 'Drums'.,gdshowsdb,96c5a501-66ed-4471-b13d-b8d3e1b0a9d3
gd-1970-12-26-good-lovin-2-8,gd-1970-12-26,song-good-lovin,2,Set 2,8,false,false,"Source song UUID 89009da7-8519-47d1-900f-630b3005a086; source label ""Good Lovin'"".",gdshowsdb,89009da7-8519-47d1-900f-630b3005a086
gd-1970-12-26-uncle-john-s-band-2-9,gd-1970-12-26,song-uncle-john-s-band,2,Set 2,9,false,false,"Source song UUID b8798a04-781e-4c64-83a4-d0c29f96f4e9; source label ""Uncle John's Band"".",gdshowsdb,b8798a04-781e-4c64-83a4-d0c29f96f4e9
gd-1970-12-27-truckin-1-1,gd-1970-12-27,song-truckin,1,Set 1,1,false,false,"Source song UUID c79c1634-fb27-4dc4-af8c-373f6fa12f44; source label ""Truckin'"".",gdshowsdb,c79c1634-fb27-4dc4-af8c-373f6fa12f44
gd-1970-12-27-mama-tried-1-2,gd-1970-12-27,song-mama-tried,1,Set 1,2,false,false,Source song UUID 5089e65f-d2e7-46e3-a146-5eeb1e2de53b; source label 'Mama Tried'.,gdshowsdb,5089e65f-d2e7-46e3-a146-5eeb1e2de53b
gd-1970-12-27-hard-to-handle-1-3,gd-1970-12-27,song-hard-to-handle,1,Set 1,3,false,false,Source song UUID 954743b1-e596-4931-b32c-09127f247ca9; source label 'Hard To Handle'.,gdshowsdb,954743b1-e596-4931-b32c-09127f247ca9
gd-1970-12-27-deep-elem-blues-1-4,gd-1970-12-27,song-deep-elem-blues,1,Set 1,4,false,false,Source song UUID 71e018ff-a45c-4708-8842-ad21bcc7b179; source label 'Deep Elem Blues'.,gdshowsdb,71e018ff-a45c-4708-8842-ad21bcc7b179
gd-1970-12-27-sugar-magnolia-1-5,gd-1970-12-27,song-sugar-magnolia,1,Set 1,5,false,false,Source song UUID b3da26d5-4527-4d7a-a53c-1d62797dfa1e; source label 'Sugar Magnolia'.,gdshowsdb,b3da26d5-4527-4d7a-a53c-1d62797dfa1e
gd-1970-12-27-brokedown-palace-1-6,gd-1970-12-27,song-brokedown-palace,1,Set 1,6,false,false,Source song UUID 5e73bb45-9798-48e3-8503-e9f866202915; source label 'Brokedown Palace'.,gdshowsdb,5e73bb45-9798-48e3-8503-e9f866202915
gd-1970-12-27-cumberland-blues-1-7,gd-1970-12-27,song-cumberland-blues,1,Set 1,7,false,false,Source song UUID b81dfb1e-3ac8-4b6c-820a-606d5efe1109; source label 'Cumberland Blues'.,gdshowsdb,b81dfb1e-3ac8-4b6c-820a-606d5efe1109
gd-1970-12-27-hurts-me-too-1-8,gd-1970-12-27,song-hurts-me-too,1,Set 1,8,false,false,Source song UUID 1c4d3142-a7d1-4104-b9b4-51195bf239e4; source label 'Hurts Me Too'.,gdshowsdb,1c4d3142-a7d1-4104-b9b4-51195bf239e4
gd-1970-12-27-me-and-my-uncle-1-9,gd-1970-12-27,song-me-and-my-uncle,1,Set 1,9,false,false,Source song UUID 0e57d24e-0409-476f-a9c8-2415692c6558; source label 'Me And My Uncle'.,gdshowsdb,0e57d24e-0409-476f-a9c8-2415692c6558
gd-1970-12-27-china-cat-sunflower-1-10,gd-1970-12-27,song-china-cat-sunflower,1,Set 1,10,false,true,Source song UUID 7094a905-68e1-4696-9e0c-83d5f1ad8899; source label 'China Cat Sunflower'.,gdshowsdb,7094a905-68e1-4696-9e0c-83d5f1ad8899
gd-1970-12-27-i-know-you-rider-1-11,gd-1970-12-27,song-i-know-you-rider,1,Set 1,11,false,false,Source song UUID 00bad945-65b6-4ddd-ab12-92923ab52e38; source label 'I Know You Rider'.,gdshowsdb,00bad945-65b6-4ddd-ab12-92923ab52e38
gd-1970-12-27-casey-jones-1-12,gd-1970-12-27,song-casey-jones,1,Set 1,12,false,false,Source song UUID d51a5b43-f41f-481f-b5d7-e9592606f5f9; source label 'Casey Jones'.,gdshowsdb,d51a5b43-f41f-481f-b5d7-e9592606f5f9
gd-1970-12-27-good-lovin-2-1,gd-1970-12-27,song-good-lovin,2,Set 2,1,false,false,"Source song UUID b4061c54-d320-4488-8c49-c4f8e8e7f4c2; source label ""Good Lovin'"".",gdshowsdb,b4061c54-d320-4488-8c49-c4f8e8e7f4c2
gd-1970-12-27-midnight-hour-2-2,gd-1970-12-27,song-midnight-hour,2,Set 2,2,false,false,Source song UUID b45b4245-04d6-4012-ac0d-3c35c9b20e5e; source label 'Midnight Hour'.,gdshowsdb,b45b4245-04d6-4012-ac0d-3c35c9b20e5e
gd-1970-12-27-attics-of-my-life-2-3,gd-1970-12-27,song-attics-of-my-life,2,Set 2,3,false,false,Source song UUID 299e5137-dcad-4fdb-82ef-9c592bef5b78; source label 'Attics Of My Life'.,gdshowsdb,299e5137-dcad-4fdb-82ef-9c592bef5b78
gd-1970-12-27-me-and-bobby-mcgee-2-4,gd-1970-12-27,song-me-and-bobby-mcgee,2,Set 2,4,false,false,Source song UUID b657f982-0016-4821-8b15-14ab47904ffa; source label 'Me And Bobby McGee'.,gdshowsdb,b657f982-0016-4821-8b15-14ab47904ffa
gd-1970-12-27-around-and-around-2-5,gd-1970-12-27,song-around-and-around,2,Set 2,5,false,false,Source song UUID 806018a5-f687-493f-88a3-2c66fddbf511; source label 'Around And Around'.,gdshowsdb,806018a5-f687-493f-88a3-2c66fddbf511
gd-1970-12-27-saint-stephen-2-6,gd-1970-12-27,song-saint-stephen,2,Set 2,6,false,true,Source song UUID bbd1c5bd-8ecf-4f14-ab41-5a46ec8b3764; source label 'Saint Stephen'.,gdshowsdb,bbd1c5bd-8ecf-4f14-ab41-5a46ec8b3764
gd-1970-12-27-not-fade-away-2-7,gd-1970-12-27,song-not-fade-away,2,Set 2,7,false,true,Source song UUID 0c67fb4b-ecd5-49dc-b29f-3bdf414e2d3f; source label 'Not Fade Away'.,gdshowsdb,0c67fb4b-ecd5-49dc-b29f-3bdf414e2d3f
gd-1970-12-27-goin-down-the-road-feelin-bad-2-8,gd-1970-12-27,song-goin-down-the-road-feelin-bad,2,Set 2,8,false,true,"Source song UUID 6ad00c4b-cf5b-4590-bd06-58fae684332b; source label ""Goin' Down The Road Feelin' Bad"".",gdshowsdb,6ad00c4b-cf5b-4590-bd06-58fae684332b
gd-1970-12-27-turn-on-your-lovelight-2-9,gd-1970-12-27,song-turn-on-your-lovelight,2,Set 2,9,false,false,Source song UUID a47558e0-f7f0-4434-b659-71f9c42bd622; source label 'Turn On Your Lovelight'.,gdshowsdb,a47558e0-f7f0-4434-b659-71f9c42bd622
gd-1970-12-28-cold-rain-and-snow-1-1,gd-1970-12-28,song-cold-rain-and-snow,1,Set 1,1,false,false,Source song UUID d2aefe1c-8cf2-4e56-8c9e-779c993ec181; source label 'Cold Rain And Snow'.,gdshowsdb,d2aefe1c-8cf2-4e56-8c9e-779c993ec181
gd-1970-12-28-truckin-1-2,gd-1970-12-28,song-truckin,1,Set 1,2,false,false,"Source song UUID a3034ba5-7f37-43b6-83c7-d303079d9df1; source label ""Truckin'"".",gdshowsdb,a3034ba5-7f37-43b6-83c7-d303079d9df1
gd-1970-12-28-hurts-me-too-1-3,gd-1970-12-28,song-hurts-me-too,1,Set 1,3,false,false,Source song UUID 30cfede0-f1ba-4245-a964-ae658b3de33a; source label 'Hurts Me Too'.,gdshowsdb,30cfede0-f1ba-4245-a964-ae658b3de33a
gd-1970-12-28-me-and-my-uncle-1-4,gd-1970-12-28,song-me-and-my-uncle,1,Set 1,4,false,false,Source song UUID a869b999-5359-43c6-843c-d26be998d12c; source label 'Me And My Uncle'.,gdshowsdb,a869b999-5359-43c6-843c-d26be998d12c
gd-1970-12-28-beat-it-on-down-the-line-1-5,gd-1970-12-28,song-beat-it-on-down-the-line,1,Set 1,5,false,false,Source song UUID 4b073a17-24b0-474f-b1b7-bf7f3a09ad66; source label 'Beat It On Down The Line'.,gdshowsdb,4b073a17-24b0-474f-b1b7-bf7f3a09ad66
gd-1970-12-28-china-cat-sunflower-1-6,gd-1970-12-28,song-china-cat-sunflower,1,Set 1,6,false,true,Source song UUID 15334e9f-4f5b-47b3-8d3a-c31f697da3a3; source label 'China Cat Sunflower'.,gdshowsdb,15334e9f-4f5b-47b3-8d3a-c31f697da3a3
gd-1970-12-28-i-know-you-rider-1-7,gd-1970-12-28,song-i-know-you-rider,1,Set 1,7,false,false,Source song UUID f6b250d8-9965-478e-9a4a-cd0bb7e4433e; source label 'I Know You Rider'.,gdshowsdb,f6b250d8-9965-478e-9a4a-cd0bb7e4433e
gd-1970-12-28-cryptical-envelopment-1-8,gd-1970-12-28,song-cryptical-envelopment,1,Set 1,8,false,true,Source song UUID 1294c642-69ff-4003-b014-1b1af6eac97d; source label 'Cryptical Envelopment'.,gdshowsdb,1294c642-69ff-4003-b014-1b1af6eac97d
gd-1970-12-28-drums-1-9,gd-1970-12-28,song-drums,1,Set 1,9,false,true,Source song UUID 4dc021c1-7bf2-4860-8ef7-edbbdb9d6761; source label 'Drums'.,gdshowsdb,4dc021c1-7bf2-4860-8ef7-edbbdb9d6761
gd-1970-12-28-the-other-one-1-10,gd-1970-12-28,song-the-other-one,1,Set 1,10,false,true,Source song UUID 95935e2f-ce9a-41f0-9d61-3d6dee1630be; source label 'The Other One'.,gdshowsdb,95935e2f-ce9a-41f0-9d61-3d6dee1630be
gd-1970-12-28-cryptical-envelopment-1-11,gd-1970-12-28,song-cryptical-envelopment,1,Set 1,11,false,true,Source song UUID 483e067e-0ee7-46a6-bb04-e066ed6ef653; source label 'Cryptical Envelopment'.,gdshowsdb,483e067e-0ee7-46a6-bb04-e066ed6ef653
gd-1970-12-28-sugar-magnolia-1-12,gd-1970-12-28,song-sugar-magnolia,1,Set 1,12,false,false,Source song UUID c9263b78-315d-4183-bb2c-a5a67109f5c6; source label 'Sugar Magnolia'.,gdshowsdb,c9263b78-315d-4183-bb2c-a5a67109f5c6
gd-1970-12-28-casey-jones-1-13,gd-1970-12-28,song-casey-jones,1,Set 1,13,false,false,Source song UUID 47ad9131-8028-429b-a4e9-5874d1a7a175; source label 'Casey Jones'.,gdshowsdb,47ad9131-8028-429b-a4e9-5874d1a7a175
gd-1970-12-28-smokestack-lightning-2-1,gd-1970-12-28,song-smokestack-lightning,2,Set 2,1,false,false,Source song UUID 6b061c34-41c9-4825-8858-a19291f0bdc1; source label 'Smokestack Lightning'.,gdshowsdb,6b061c34-41c9-4825-8858-a19291f0bdc1
gd-1970-12-28-big-railroad-blues-2-2,gd-1970-12-28,song-big-railroad-blues,2,Set 2,2,false,false,Source song UUID 105aa5d6-60bd-4f03-b268-15e22700129d; source label 'Big Railroad Blues'.,gdshowsdb,105aa5d6-60bd-4f03-b268-15e22700129d
gd-1970-12-28-me-and-bobby-mcgee-2-3,gd-1970-12-28,song-me-and-bobby-mcgee,2,Set 2,3,false,false,Source song UUID 2cb02afa-91e4-433b-b900-cc98d50297e8; source label 'Me And Bobby McGee'.,gdshowsdb,2cb02afa-91e4-433b-b900-cc98d50297e8
gd-1970-12-28-deep-elem-blues-2-4,gd-1970-12-28,song-deep-elem-blues,2,Set 2,4,false,false,Source song UUID 7d021524-0d26-47a6-9b29-ba1d2ddaed99; source label 'Deep Elem Blues'.,gdshowsdb,7d021524-0d26-47a6-9b29-ba1d2ddaed99
gd-1970-12-28-cumberland-blues-2-5,gd-1970-12-28,song-cumberland-blues,2,Set 2,5,false,false,Source song UUID 2ec3c965-b614-4172-ba09-f17d3c10b8d9; source label 'Cumberland Blues'.,gdshowsdb,2ec3c965-b614-4172-ba09-f17d3c10b8d9
gd-1970-12-28-morning-dew-2-6,gd-1970-12-28,song-morning-dew,2,Set 2,6,false,false,Source song UUID 70ad15c8-5960-429d-a12b-e6ea86676fc2; source label 'Morning Dew'.,gdshowsdb,70ad15c8-5960-429d-a12b-e6ea86676fc2
gd-1970-12-28-good-lovin-2-7,gd-1970-12-28,song-good-lovin,2,Set 2,7,false,true,"Source song UUID f5afacfb-1158-483d-9cc1-cdaf1f22a506; source label ""Good Lovin'"".",gdshowsdb,f5afacfb-1158-483d-9cc1-cdaf1f22a506
gd-1970-12-28-drums-2-8,gd-1970-12-28,song-drums,2,Set 2,8,false,true,Source song UUID 4002ced3-0531-450b-8f30-3e1275e1c7d4; source label 'Drums'.,gdshowsdb,4002ced3-0531-450b-8f30-3e1275e1c7d4
gd-1970-12-28-good-lovin-2-9,gd-1970-12-28,song-good-lovin,2,Set 2,9,false,false,"Source song UUID 78ef508c-040c-43a9-ba7d-06485e15ebb2; source label ""Good Lovin'"".",gdshowsdb,78ef508c-040c-43a9-ba7d-06485e15ebb2
gd-1970-12-28-uncle-john-s-band-2-10,gd-1970-12-28,song-uncle-john-s-band,2,Set 2,10,false,false,"Source song UUID dfae5f16-8848-4875-a5bb-fa00f029b106; source label ""Uncle John's Band"".",gdshowsdb,dfae5f16-8848-4875-a5bb-fa00f029b106
gd-1970-12-31-truckin-1-1,gd-1970-12-31,song-truckin,1,Set 1,1,false,false,"Source song UUID 36187a2e-8015-474a-9f31-9817b8679fe7; source label ""Truckin'"".",gdshowsdb,36187a2e-8015-474a-9f31-9817b8679fe7
gd-1970-12-31-monkey-and-the-engineer-1-2,gd-1970-12-31,song-monkey-and-the-engineer,1,Set 1,2,false,false,Source song UUID 02963e22-0e4b-4c52-9007-b14f7d868ff1; source label 'Monkey And The Engineer'.,gdshowsdb,02963e22-0e4b-4c52-9007-b14f7d868ff1
